date,close,volume,open,high,low
2014/11/11,114.54,70962740,117.25,117.55,113.69
2014/11/12,118.2,53766550,115.05,119.07,114.02
2014/11/13,114.84,62072050,119.3,120,114.55
2014/11/14,115.1,29758110,115.06,115.39,113.35
2014/11/17,114.25,22522970,115.44,115.63,113.13
2014/11/18,110.81,41025930,114.33,114.38,110.41
2014/11/19,108.82,46785980,109.83,110.68,107.22
2014/11/20,109.82,36425000,107.81,112.44,107.26
2014/11/21,110.73,27354240,113.21,113.5,110.4354
2014/11/24,113.92,20545130,112,113.93,111.55
2014/11/25,113.47,23444610,114.94,115.17,112.33
2014/11/26,112.67,11794220,113.33,113.74,112.33
2014/11/28,111.64,8077842,113.14,113.23,111.11
2014/12/01,105.99,38417890,110.02,110.05,103.8961
2014/12/02,109.89,18703780,107.35,110,106.61
2014/12/03,110.64,16164860,110.4,111.68,108.798
2014/12/04,109.17,10790400,110.1,110.5,108.91
2014/12/05,107.9,12125090,109.6,110.35,107.76
2014/12/08,105.07,19166550,105.97,107.4,104.2101
2014/12/09,107.48,24805130,102.27,107.95,101.2
2014/12/10,103.88,18398440,107.09,107.38,103.51
2014/12/11,104.97,15658440,104.44,106.84,104.29
2014/12/12,105.11,14504050,104.7,107.45,104.179
2014/12/15,104.7,16476750,106.39,107.77,103.7
2014/12/16,105.77,21655360,103.75,107.68,103.7
2014/12/17,109.02,17242940,107.11,109.19,106.28
2014/12/18,109.25,22749890,110.58,111.2,108.26
2014/12/19,110.65,14785340,109.93,110.65,108.04
2014/12/22,108.77,12985130,110.63,110.98,108.53
2014/12/23,105.52,19077270,108.3,108.47,103.88
2014/12/24,105.95,5870358,105.68,107.21,105.6
2014/12/26,105.95,6523956,105.99,106.94,105.5
2014/12/29,105.98,8059191,105.95,107.66,105.64
2014/12/30,105.75,10185890,105.64,106.71,105.13
2014/12/31,103.94,10254350,106.46,106.47,103.69
2015/01/02,103.6,12286400,104.24,104.72,102.52
2015/01/05,101,18313750,102.76,103.02,99.9
2015/01/06,103.32,15662710,101.25,103.85,100.11
2015/01/07,102.13,11000010,104.59,104.74,102.03
2015/01/08,105.03,12904640,102.95,105.3399,102.68
2015/01/09,103.02,10193410,105.24,105.3,102.89
2015/01/12,101.62,7946740,103.2,103.36,101.21
2015/01/13,100.77,11275790,102.59,102.85,100.01
2015/01/14,99.58,17785990,99.28,100.18,98.06
2015/01/15,96.31,18182200,99.67,100.14,96.02
2015/01/16,96.89,13313120,96.09,97.8,95.52
2015/01/20,100.04,12049470,98.3,100.21,97.59
2015/01/21,103.29,15141470,100.75,103.86,100.32
2015/01/22,104,11400180,104.6,104.92,103.1
2015/01/23,103.11,9860504,104.02,105.2,103.02
2015/01/26,103.99,10656340,104.4,105.13,103.33
2015/01/27,102.94,15591560,102.89,103.57,100.58
2015/01/28,98.45,42012700,100.3,101.49,97.79
2015/01/29,89.81,76430640,90.53,90.74,87.36
2015/01/30,89.08,36747370,89.6,92,88.11
2015/02/02,90.13,18845140,91.13,91.66,88.61
2015/02/03,90.61,13475970,91.65,91.65,89.9
2015/02/04,90,14599400,90.99,91.88,89.48
2015/02/05,87,28867570,89.58,89.84,86.1
2015/02/06,85.68,17597490,87.11,87.4,85.42
2015/02/09,86,12088070,85.83,86.75,85.47
2015/02/10,87.26,12026260,87.01,87.47,86.52
2015/02/11,86,12281340,87.58,87.7,85.82
2015/02/12,87.1,15143910,85.6,88.3,85.55
2015/02/13,89.05,14587390,88.2,89.3,87.65
2015/02/17,86.85,15133130,88.78,88.99,86.7
2015/02/18,86.74,7415961,87.1,87.43,86.5
2015/02/19,86.89,7568275,86.81,87.87,86.71
2015/02/20,86.64,7805009,87.25,87.29,86.38
2015/02/23,85.47,9352529,86.51,86.68,85.25
2015/02/24,84.69,15817560,85.53,85.53,83.88
2015/02/25,86.19,13592080,84.38,86.83,84.36
2015/02/26,85.37,8758019,86.92,87.16,85.2
2015/02/27,85.12,8362081,85.95,86.56,85
2015/03/02,84,11175870,85,85.02,83.75
2015/03/03,81.58,39173430,82.95,83.25,80.03
2015/03/04,85.49,36502380,80.27,85.8265,80.17
2015/03/05,86.1,18467990,85.75,86.27,84.01
2015/03/06,84.4,10667340,85.74,86,84.05
2015/03/09,82.53,17590660,84.35,84.35,81.48
2015/03/10,82.97,13796390,81.09,83.15,80.65
2015/03/11,81.99,12741280,83,83.38,81.19
2015/03/12,81.92,11223380,82.1,82.9,81.53
2015/03/13,81.86,12656420,81.8,81.92,80.77
2015/03/16,84,16841850,82.01,85.2,81.94
2015/03/17,84.5,17603090,84.01,85.1,83.51
2015/03/18,84.59,35580740,83.87,85.95,83.3
2015/03/19,85.74,30398810,85.11,87.04,85
2015/03/20,85.2,21154070,86.33,86.8,85.09
2015/03/23,84.25,10897560,85.25,85.53,84.21
2015/03/24,83.63,14508820,84.35,84.5,82.39
2015/03/25,83.75,13500080,83.94,84.48,82.67
2015/03/26,84.17,12180790,83.2,84.995,82.96
2015/03/27,84.58,9696201,84.78,85.15,83.34
2015/03/30,83.9,9973133,85.03,85.15,83.75
2015/03/31,83.24,11809460,83.64,84.45,83.2
2015/04/01,82.36,14860100,83.37,83.72,82.18
2015/04/02,82.28,19862960,82.88,83,81.25
2015/04/06,81.82,12778080,82.05,82.59,81.6139
2015/04/07,82.21,9424562,81.94,82.95,81.88
2015/04/08,85.39,26126540,83.3,85.54,83.0655
2015/04/09,86.14,27771180,87.03,87.69,85.2
2015/04/10,84.58,18283350,86.68,86.69,84.15
2015/04/13,84.28,15775510,85.16,85.71,83.82
2015/04/14,85,11804620,84.63,85.13,83.53
2015/04/15,84.67,12204810,85.08,85.36,84.16
2015/04/16,84.06,11996870,85.15,85.4,83.89
2015/04/17,81.9,22658760,83.08,83.25,81.61
2015/04/20,82.2,13464960,82.25,82.69,81.52
2015/04/21,82.42,9989834,82.86,82.92,82.14
2015/04/22,82.05,13300920,82.78,82.84,81.52
2015/04/23,82.28,11463130,81.88,82.75,81.62
2015/04/24,84.57,21050190,82.88,84.99,82.8
2015/04/27,84.9,17394170,85.53,86.27,84.65
2015/04/28,85.08,11097470,85.54,85.57,83.82
2015/04/29,82.45,21074790,84.06,84.4,81.64
2015/04/30,81.29,14138770,82.22,82.65,80.4399
2015/05/01,81.17,17875970,81.03,82.25,80.11
2015/05/04,80.59,21468230,81.17,81.56,80.12
2015/05/05,79.54,32634700,80.44,80.9,77.77
2015/05/06,80,23584490,79.65,80.85,79.51
2015/05/07,86,69386700,88.83,89.29,84.91
2015/05/08,87.06,30125530,87.82,88.27,86.89
2015/05/11,86.72,19746590,86.7,87.67,86.06
2015/05/12,86.77,16008630,87.05,87.5,86.14
2015/05/13,87.53,18976180,87.08,88.47,87
2015/05/14,88.4,12072240,87.74,88.48,87.53
2015/05/15,88.46,13405930,88.51,88.96,88.05
2015/05/18,87.11,13446440,87.61,87.93,86.61
2015/05/19,88.21,20501750,86.99,88.8,86.47
2015/05/20,90.7,29769210,88.14,90.8,87.3
2015/05/21,93.88,40631840,91.35,94.77,90.92
2015/05/22,93.27,22167580,94.28,95.06,93.19
2015/05/26,92.52,15633300,93.65,93.92,91.55
2015/05/27,92.6,9499495,92.22,92.99,91.6
2015/05/28,90.95,14201790,91.69,91.93,90.58
2015/05/29,89.32,13842370,91.35,91.5,89.32
2015/06/01,90.78,9898365,90.09,90.99,89.49
2015/06/02,90.51,9847447,90.55,91.54,90.19
2015/06/03,90.79,9412430,90.73,91.04,89.9
2015/06/04,90.59,8681231,90.71,91.41,90.27
2015/06/05,90.71,11330920,90.46,91.6,90.46
2015/06/08,88.29,15673140,90.65,91.6,88.2427
2015/06/09,87.58,16049550,88.04,88.18,86.12
2015/06/10,88.9,12528620,87.7,88.99,87.2
2015/06/11,87.21,13657310,89.03,89.48,87.1
2015/06/12,86.63,9957114,87.42,87.79,86.48
2015/06/15,86.12,10195080,86.3,87.17,86.05
2015/06/16,86.09,10972050,86.003,86.7,85.6101
2015/06/17,86.8,10237830,86.58,87.8,86.48
2015/06/18,86.75,11726210,86.97,87.59,86.32
2015/06/19,85.74,10235470,86.51,86.6,85.17
2015/06/22,85.68,7131306,86.07,86.4,85.58
2015/06/23,85.08,11401180,85.98,86.34,84.83
2015/06/24,85.17,9432304,85.163,85.81,84.85
2015/06/25,85.24,8920327,85.47,85.6,84.9
2015/06/26,83.28,12650160,84.63,84.65,82.82
2015/06/29,81.07,15171110,81.64,82.88,80.8
2015/06/30,82.27,12592550,82.58,83.69,81.96
2015/07/01,82.46,5943523,82.6,83,81.99
2015/07/02,82.07,6755965,82.12,82.32,81.78
2015/07/06,80.23,11648780,80.56,81.5,80.12
2015/07/07,79.62,34215050,79.45,79.79,76.21
2015/07/08,77.94,22664420,76.58,78.79,76.22
2015/07/09,79.04,19766980,80.93,81.19,79.04
2015/07/10,80.3,11218440,81.13,81.2,79.84
2015/07/13,81.86,10321770,80.92,82.2,80.7
2015/07/14,81.5,7513216,81.58,82.02,81.1301
2015/07/15,80.73,9509203,80.9,81.5,80.21
2015/07/16,81.53,8570022,81.39,82,80.9
2015/07/17,83.36,14479080,81.99,83.7,81.58
2015/07/20,82.67,8121285,83.56,83.68,82.05
2015/07/21,82.54,5726138,83.11,83.25,82.22
2015/07/22,84.15,11189880,82.16,84.75,82
2015/07/23,83.88,7413160,84.66,84.97,83.25
2015/07/24,83.02,8728740,85.17,85.38,82.65
2015/07/27,81.4,12101800,80.85,81.7,79.68
2015/07/28,80.56,12102020,80.67,80.8,79.25
2015/07/29,80.26,7148103,80.98,81.3689,80.01
2015/07/30,79.96,6849318,80.11,80.64,79.45
2015/07/31,78.34,12588690,79.85,79.905,78.2
2015/08/03,77.99,9263379,78.2,78.5,77.11
2015/08/04,78.87,8485033,78.07,79.354,77.8
2015/08/05,79.82,7476442,79.59,80.42,79.48
2015/08/06,78.96,9281352,79.85,80.75,78.64
2015/08/07,78.82,8723472,79.65,80.2,78.66
2015/08/10,80.47,11240080,79.86,80.99,79.5
2015/08/11,77.34,22889700,79.481,80,76.15
2015/08/12,73.38,41149810,72.32,73.85,71.03
2015/08/13,75.11,23178840,74,76.73,73.66
2015/08/14,74.76,12321870,74.53,75.49,74.46
2015/08/17,75.19,12656640,74.85,75.24,74.16
2015/08/18,73.88,11119290,74.05,75.13,73.73
2015/08/19,73.12,18172780,73.15,73.56,72.81
2015/08/20,70.32,20952680,71.98,72.78,70.03
2015/08/21,68.18,29074950,69.32,70.66,68.18
2015/08/24,65.8,31366440,58.16,67.48,58
2015/08/25,68.57,29439660,68.84,70.33,67.49
2015/08/26,68.66,26331660,68.95,69.45,65.75
2015/08/27,70.84,17694340,70.84,71.59,70.02
2015/08/28,70.07,10577560,69.68,70.5,69.045
2015/08/31,66.12,18450450,69.18,69.3,66.02
2015/09/01,64.83,23440420,64.38,66.84,64.05
2015/09/02,65.54,13331690,65.69,66,64.971
2015/09/03,66.47,15751070,65.821,66.89,65.41
2015/09/04,63.91,18145840,65.405,65.57,63.34
2015/09/08,60.91,50077490,65.78,66.81,60.25
2015/09/09,64.04,33098000,62.73,64.67,62.53
2015/09/10,63.83,13279660,63.52,64.25,63.34
2015/09/11,64.63,17727300,63.37,64.79,62.7
2015/09/14,62.6,26705380,62.55,63.26,61.48
2015/09/15,64.85,29008090,61.45,65.36,61.11
2015/09/16,67.23,25796990,65.61,68.08,65.26
2015/09/17,66,16565070,66.41,66.65,65.6
2015/09/18,65.75,20102640,65.4,65.75,64.01
2015/09/21,63.9,22339630,65.38,66.4,62.96
2015/09/22,61.9,14866380,62.94,63.27,61.58
2015/09/23,60,22643800,61.96,62.3,59.68
2015/09/24,59.92,20625330,59.42,60.34,58.21
2015/09/25,59.24,16999750,60.63,60.84,58.92
2015/09/28,57.39,20605160,58.81,60.12,57.315
2015/09/29,57.82,16749600,57.3,58.65,57.2
2015/09/30,58.97,16749870,58.87,60.08,58.35
2015/10/01,58.87,8128423,59.5,59.83,58.23
2015/10/02,63.2,22282630,58.36,63.24,58.2
2015/10/05,63.93,13579060,63.47,64.775,62.2
2015/10/06,63.92,9600334,63.72,64.73,63.28
2015/10/07,66.28,15786660,64.84,66.66,64.38
2015/10/08,67.7,18586720,66.04,68.41,65.96
2015/10/09,68.71,14739970,68.2,69.45,67.31
2015/10/12,70.3,15522900,69.64,70.47,69
2015/10/13,69.68,13045600,69.49,70.32,68.38
2015/10/14,68.54,12253630,69.5,69.7,67.425
2015/10/15,71.78,18171360,69.34,72.44,69.26
2015/10/16,71.99,15715120,72.5,73.64,71.21
2015/10/19,72.65,10884870,71.8,73,71.522
2015/10/20,71.79,11022080,72.99,73,71.55
2015/10/21,69.48,16856270,71.66,71.79,68.89
2015/10/22,70.99,10751510,70.16,71.63,70.07
2015/10/23,75.62,22463450,73.98,75.76,72.84
2015/10/26,76.35,24745230,75.44,77.42,75.13
2015/10/27,79.44,50755880,82.11,82.79,78.25
2015/10/28,82.35,24937990,79.48,82.545,79.2001
2015/10/29,82.22,16375850,81.97,82.53,80.82
2015/10/30,83.83,20660420,82.7,84.44,82.6
2015/11/02,84.35,13747280,83.52,84.83,82.75
2015/11/03,83.44,11635010,84,84.59,83.13
2015/11/04,85.4,23700250,84.45,85.6,84.03
2015/11/05,85.38,20630150,85.22,86.42,84.2
2015/11/06,83.61,38520430,85.53,86.35,80.77
2015/11/09,81.38,19080540,83.44,83.47,80.22
2015/11/10,81.43,21975330,81.1,82.43,79.62
2015/11/11,79.85,29577430,82.28,82.49,78.12
2015/11/12,78.76,18812170,78.99,80.5,78.45
2015/11/13,75.85,24211680,77.15,78,75.64
2015/11/16,78.3,17028510,75.83,78.75,75.77
2015/11/17,78.13,12456100,78.9,79.14,77.47
2015/11/18,77.69,16726570,78.25,78.31,76.15
2015/11/19,77.87,15680400,78.06,79.15,77.403
2015/11/20,79.95,20952660,78.44,80.785,78.4
2015/11/23,81.31,18734780,80.45,82.19,79.97
2015/11/24,80.86,15261910,80.85,81.11,79.27
2015/11/25,81.71,16323820,80.91,82.675,80.82
2015/11/27,81.38,12600340,80.57,81.41,79.275
2015/11/30,84.08,97825550,81.5,84.47,81.38
2015/12/01,84,26114520,83.77,84.39,83.5
2015/12/02,85,36584620,84.27,85.82,84.25
2015/12/03,82.59,23010410,85.05,85.1,82.1
2015/12/04,84.85,15551720,82.58,85,82.42
2015/12/07,84.76,11861220,84.8,85.1299,84.2
2015/12/08,84.38,14638050,82.77,84.67,82.61
2015/12/09,83.42,21904060,84.37,85.2,82.97
2015/12/10,84.33,10457010,83.34,84.34,82.85
2015/12/11,79.74,20768160,82.85,83.05,79.422
2015/12/14,80.57,12060830,80.15,80.76,78.99
2015/12/15,82.49,13040100,81.06,83.39,80.9
2015/12/16,84.63,16558510,83.3,85.05,82.995
2015/12/17,83.56,12972030,85,85.32,82.85
2015/12/18,82.65,12130480,83.2,83.75,82.03
2015/12/21,82.87,8087646,83.15,83.73,82.43
2015/12/22,84.84,12762320,82.89,85.1,82.89
2015/12/23,84.8,11219580,85.05,85.09,83.72
2015/12/24,83.71,3775327,84.56,84.8,83.41
2015/12/28,82.14,9295918,82.56,82.75,81.52
2015/12/29,83.26,6939916,82.5,83.51,82.41
2015/12/30,81.68,6961018,82.95,83.11,81.5
2015/12/31,81.27,6743601,81.48,82.17,81.25
2016/01/04,76.69,23020490,78.18,78.31,75.18
2016/01/05,78.63,14206820,77.92,78.68,77.26
2016/01/06,77.33,11560280,77.12,78.485,76.97
2016/01/07,72.72,27255620,73.29,75.5,71.54
2016/01/08,70.8,20768400,74.33,74.66,70.67
2016/01/11,69.92,16924110,71.29,71.73,69.02
2016/01/12,72.68,13449620,71.45,72.77,71
2016/01/13,70.29,12459980,72.77,73.239,70.22
2016/01/14,72.25,17703950,70.29,72.72,68.27
2016/01/15,69.59,20633510,68.7,71,67.541
2016/01/19,70.13,17359800,71.94,72.31,69.81
2016/01/20,68.71,19446730,68.025,69.1124,65.34
2016/01/21,70.72,16552530,68.78,71.65,67.1437
2016/01/22,70.37,15800430,72.51,73.34,69.89
2016/01/25,69.72,14760560,70.8,70.8,69.02
2016/01/26,69.77,11459120,69.01,70.19,68.88
2016/01/27,69.54,18182870,69.96,71.42,68.745
2016/01/28,66.92,33122370,72.55,73.15,66.67
2016/01/29,67.03,25573130,67.98,68.93,65.4
2016/02/01,67.03,16176000,66.5,67.7,65.35
2016/02/02,65.09,19140890,67.05,67.7399,64.66
2016/02/03,63.44,31907620,65.6,65.73,60.87
2016/02/04,64.86,22893850,64.33,65.72,63.1
2016/02/05,62.64,12807190,64.71,64.86,62.18
2016/02/08,61.1,16151610,60.9,62.05,60.45
2016/02/09,61.39,12733460,60.11,62.22,59.25
2016/02/10,61.78,8995441,61.9,63.09,60.87
2016/02/11,60.57,14996110,60.25,61.63,59.85
2016/02/12,60.89,13663750,61.27,62.78,60.28
2016/02/16,66.29,21714330,64.42,66.89,64.04
2016/02/17,66.38,14446720,67.17,67.39,65.68
2016/02/18,66.52,14529100,67,68.5,66.23
2016/02/19,67.28,12321100,66.8,67.75,66.09
2016/02/22,68.84,13353350,68.3,69.53,67.98
2016/02/23,66.97,12876500,68.5,68.66,66.465
2016/02/24,67.23,10773710,66.17,67.69,65.21
2016/02/25,66.66,14661780,65.67,66.72,64.66
2016/02/26,66.91,12064220,68.09,68.83,66.86
2016/02/29,68.81,17982150,67.64,70.58,67.56
2016/03/01,70.86,13999100,70.02,71.84,69.86
2016/03/02,71.25,10500290,72.04,72.04,70.75
2016/03/03,71.02,11594120,71.31,72.59,70.46
2016/03/04,72.22,10757150,70.96,72.96,70.72
2016/03/07,72.89,11037310,72.2,73.98,72
2016/03/08,71.07,8658430,72.4,72.65,70.96
2016/03/09,72.43,7276478,71.59,72.61,70.68
2016/03/10,71.97,11246900,72.5,73.05,70.605
2016/03/11,74.01,11203480,72.58,74.01,72.22
2016/03/14,73.35,11059110,74.01,74.4199,72.89
2016/03/15,72.23,8371271,72.62,72.84,71.75
2016/03/16,73.5,7700351,72.01,73.66,71.86
2016/03/17,74.25,9421522,73.76,74.3701,73.51
2016/03/18,76.25,13344020,74.97,76.3,74.71
2016/03/21,78.11,15482830,77.09,79.6804,76.94
2016/03/22,78.18,9136901,77,78.55,76.908
2016/03/23,76.56,10798990,78.16,78.98,76.15
2016/03/24,75.86,8833087,75.15,76.15,73.53
2016/03/28,76.48,6074844,76.45,76.89,74.9
2016/03/29,78.08,12521450,75.6,78.24,75.57
2016/03/30,78.86,10684540,79.01,79.55,78.54
2016/03/31,79.03,11310600,78.5,79.84,78.41
2016/04/01,78.73,9254098,78.24,79.02,78.2
2016/04/04,79.08,9796850,78.33,79.55,78.32
2016/04/05,77.32,9591390,78.2,78.3,76.91
2016/04/06,78.68,9061421,77.3,79.15,77.19
2016/04/07,77.61,10935080,77.6,78.6,77.1825
2016/04/08,77.47,8395405,78.27,78.76,76.621
2016/04/11,77.71,7895083,78.07,78.589,77.43
2016/04/12,77.86,7111310,78,78.24,76.87
2016/04/13,79.64,14118650,78.74,79.72,78.5
2016/04/14,79.61,12589950,79.31,79.858,78.36
2016/04/15,78.97,11696030,79.45,79.75,78.46
2016/04/18,79.01,7761672,78.52,79.12,77.71
2016/04/19,79.46,14727460,79.2,80.48,78.47
2016/04/20,81.21,14900920,79,81.735,78.99
2016/04/21,80.78,8812676,81.08,81.78,80.2
2016/04/22,79.89,8628875,80.12,85.89,79.155
2016/04/25,78.84,9184890,79.8,79.84,78.68
2016/04/26,78.61,9576697,78.85,79.56,77.8001
2016/04/27,77.65,11456400,78.3,78.62,76.57
2016/04/28,76.4,9948096,77.65,77.9,76.09
2016/04/29,76.94,10096800,76.81,77.28,75.66
2016/05/02,76.61,7715004,76.89,77,75.94
2016/05/03,75.91,8008683,75.96,76.27,75.425
2016/05/04,75.82,14289990,75.64,75.91,75.01
2016/05/05,78.83,27940170,79.52,79.94,78.1
2016/05/06,79.2,12852580,78.35,79.72,78.25
2016/05/09,79.41,11783380,78.94,79.98,78.89
2016/05/10,79.72,9315502,79.79,79.98,79.15
2016/05/11,79.8,11059650,79.43,80.485,79.41
2016/05/12,79.16,8773294,80.01,80.45,78.32
2016/05/13,77.16,10073650,78.825,79.16,76.97
2016/05/16,79.29,11637290,77.86,79.93,77.59
2016/05/17,79.35,10970500,79.83,80.2,79.31
2016/05/18,79.03,9070749,78.71,80,78.47
2016/05/19,78.32,8311218,78.65,79.26,77.6
2016/05/20,78.79,11037240,79.07,79.45,78.3501
2016/05/23,79,7172888,78.95,79.5,78.6
2016/05/24,81.12,16675160,79.17,81.31,79.07
2016/05/25,75.59,49605940,78.53,79.2,74.12
2016/05/26,78.35,26930700,76.99,78.865,76.8
2016/05/27,80.97,24544870,78.49,81,78.39
2016/05/31,82,77980590,81,82.03,80.2
2016/06/01,76.69,62462540,79.15,80.14,76.55
2016/06/02,77.3,45371220,76.65,77.75,76.56
2016/06/03,76.62,23675020,77.24,77.8,75.71
2016/06/06,78.06,19155500,77.11,78.33,76.7
2016/06/07,77.84,12876640,78.19,78.37,77.32
2016/06/08,77.64,11603380,78,78.53,77.375
2016/06/09,77.56,8991859,77.39,78.07,76.78
2016/06/10,75.92,10419660,76.43,77.05,75.76
2016/06/13,75.45,11289770,75.25,76.455,74.85
2016/06/14,77.77,22349320,76.89,78.45,76.75
2016/06/15,78.39,14720240,78.31,78.7686,77.51
2016/06/16,78.27,13551820,77.84,78.4,76.2
2016/06/17,77,15547790,78.45,78.45,76.48
2016/06/20,78.15,9603659,77.9,78.7899,77.84
2016/06/21,78.62,8865212,78.75,79.08,78.4
2016/06/22,78.73,8160558,79.04,79.12,78.21
2016/06/23,79.14,8258057,79.16,79.46,78.55
2016/06/24,76.29,18148590,76.83,77.5,75.43
2016/06/27,74.23,15203760,75.8,76.29,73.3
2016/06/28,76.28,11238520,75.5,76.6,75.5
2016/06/29,78.04,11449960,76.98,78.48,76.9
2016/06/30,79.53,12483880,78.31,79.76,78.28
2016/07/01,79.65,7264578,79.12,80.05,79.12
2016/07/05,78.97,6837814,79.04,79.55,78.37
2016/07/06,78.64,7737637,78.47,78.82,77.68
2016/07/07,79.35,6808656,79,79.4899,78.71
2016/07/08,78.99,14011640,78.44,79.35,77.8
2016/07/11,81.46,17367400,79.33,81.9,79.24
2016/07/12,81.74,15265190,81.79,82.88,81.51
2016/07/13,80.57,10727800,81.83,81.88,80.37
2016/07/14,81.74,9356488,81.18,82.24,80.86
2016/07/15,81.25,8915419,81.78,82.49,80.965
2016/07/18,82.65,12107370,80.6,82.79,80.6
2016/07/19,82.77,9792308,82.48,83.69,82.05
2016/07/20,84.42,13980800,83.27,84.7,83.23
2016/07/21,84.18,10176750,84.71,85,83.66
2016/07/22,84.49,5987680,84,84.5,83.81
2016/07/25,83.19,13182970,84.47,84.79,82.61
2016/07/26,83.59,7708331,82.86,83.63,82.63
2016/07/27,83.1,11603940,83.6,83.64,83
2016/07/28,83.12,7465956,83.46,83.49,82.1201
2016/07/29,82.48,8707325,83.37,83.42,81.945
2016/08/01,84.34,13313720,82.79,84.8,82.59
2016/08/02,83.8,7682308,84.34,84.34,82.91
2016/08/03,83.67,5363701,83.3,83.84,83.17
2016/08/04,84.75,10720530,83.75,84.98,83.69
2016/08/05,84.59,9389329,85.01,85.08,84.44
2016/08/08,85,11514040,84.99,85.02,84.3
2016/08/09,85.24,15375290,85.05,85.63,84.8
2016/08/10,87.33,28135330,86.01,87.73,86.01
2016/08/11,91.77,54147300,92.14,92.8,91.26
2016/08/12,98.25,71918830,92.98,98.35,92.91
2016/08/15,97.17,33792570,98.28,98.86,96.82
2016/08/16,96.66,27486390,96.15,97.15,95.05
2016/08/17,97,14973660,96.17,97.25,96.05
2016/08/18,97,15006470,97.25,97.94,96.62
2016/08/19,96.86,14263640,96.91,97.24,96.34
2016/08/22,95.65,16218810,96.47,96.63,94.75
2016/08/23,95.79,9638938,95.59,96.48,95.41
2016/08/24,93.88,12702060,95.68,96.3,93.56
2016/08/25,93.94,13027180,93.75,94.69,93.12
2016/08/26,95.06,14118550,94.15,95.45,94.08
2016/08/29,94.88,8812224,94.6,95.16,94.21
2016/08/30,96,13983900,95.35,96.68,95.17
2016/08/31,97.19,28600450,96.14,97.2,96.01
2016/09/01,97.42,13366910,97.3,98,97.01
2016/09/02,99.25,17469950,97.97,99.665,97.97
2016/09/06,103.78,32771500,100.45,104.3,100.45
2016/09/07,102.32,15732340,103.84,104,102.26
2016/09/08,102.57,15474890,101.93,103.78,101.63
2016/09/09,99.62,21234170,101.8,102.21,99.05
2016/09/12,100.8,17305320,97.38,101.38,97
2016/09/13,100.28,19992510,100.38,101.49,98.84
2016/09/14,102.4,19593000,100.08,102.59,100.02
2016/09/15,104.45,20830280,102.62,104.48,102.53
2016/09/16,104.64,20361380,104,105.39,103.86
2016/09/19,103.03,15220320,105.16,105.5,102.195
2016/09/20,101.45,12848790,102.94,103.73,100.93
2016/09/21,106,22985350,102.46,106.19,102.21
2016/09/22,109.36,35615500,107.57,109.76,107.48
2016/09/23,107.71,23078980,108.25,108.4,106.71
2016/09/26,105.89,16792750,106.52,107.06,105.3
2016/09/27,108.26,17497870,106.52,108.49,106.37
2016/09/28,108.75,16287430,108.44,109.87,107.16
2016/09/29,105.55,30216610,106.51,106.69,104.57
2016/09/30,105.79,15566160,106.5,107.1,105.79
2016/10/03,105.38,10842050,105.45,106.29,104.98
2016/10/04,105.45,11065380,105.93,106.23,105.05
2016/10/05,106.96,13154000,105.87,107.45,105.66
2016/10/06,107.08,9879871,107.3,107.51,106.185
2016/10/07,106,8948099,106.89,107.55,105.56
2016/10/10,108.41,11505440,106.79,109,106.56
2016/10/11,105.23,14676610,107.89,107.97,104.75
2016/10/12,103.62,17735580,105.05,105.11,101.82
2016/10/13,102.15,22377940,102.06,102.55,99
